
3606728,梅泣兰堂,楚昭萍,156,0,0,0,原创-言情-架空历史-爱情,女主,0,,0,112870,2018-06-04 00:24:58,17866
3606744,无忧,殇月若初,130,2,2,0,原创-纯爱-架空历史-武侠,互攻,0,,0,29984,2018-06-04 01:01:58,3127
3606748,脆皮鸡文学之精华鉴赏,萝禾,27,0,0,0,原创-纯爱-近代现代-爱情,不明,0,,0,21735,2018-06-04 01:25:00,4360
3606756,问题儿童欢乐多,七彩毒蝶,1345,21,111,76,衍生-言情-幻想未来-东方衍生,女主,0,,0,847008,2018-06-09 15:59:50,45353
3606760,蔡文姬的佛系姐姐,但但的平平,1783,11,150,81,原创-言情-古色古香-爱情,女主,1,,1,3942361,2018-06-11 00:07:30,97903
3606768,穿书之男主太撩肿么破,早勤天,10437,571,2501,323,原创-言情-架空历史-仙侠,女主,1,,1,30664408,2018-07-15 19:30:00,401922
3606772,大周天剑,斜阳忆,204,0,0,0,原创-无CP-架空历史-仙侠,男主,0,,0,106130,2018-06-04 02:50:11,11513
3606776,她一笑微风起,鹿欢,10986,667,4409,1382,原创-言情-近代现代-爱情,女主,1,,1,81415240,2018-09-30 12:12:12,158429
3606780,我们男团之间,顾名四乂,,0,3,0,原创-纯爱-近代现代-爱情,主受,0,,0,40262,Error,0
3606792,卡卡西同人之溪来西往,柯原雨,973,4,13,0,衍生-言情-架空历史-东方衍生,女主,0,,0,167518,2018-06-04 05:55:41,13140
3606804,女皇陛下在现代,小蛮无细腰,7910,211,4234,622,原创-言情-近代现代-传奇,女主,1,,1,30427072,2018-10-29 12:00:00,114390
3606824,种田文女配只想赚钱,西瓜酪,1732,65,619,206,原创-言情-架空历史-爱情,女主,0,,1,6887738,2023-03-17 15:00:00,85645
3606844,和海神一起长大什么感觉,不卷毛,,0,133,5,原创-言情-近代现代-爱情,女主,0,,0,3664908,Error,0
3606856,大秦小哭包[穿书],迹部家的晓白兔,12301,253,2905,223,衍生-言情-架空历史-其他衍生,女主,1,,1,25672388,2018-06-07 11:13:54,196834
3606860,我们来的刚刚好,陈筱笨,,0,0,0,原创-言情-近代现代-爱情,女主,0,,0,16400,Error,0
3606868,俩碗不过岗,厌年赊,144,5,2,0,原创-言情-架空历史-爱情,女主,0,,0,359245,2018-06-04 22:10:59,57918
3606888,TFBOYS：只想疼惜你,璞晓溪,511,4,29,0,原创-无CP-近代现代-爱情,女主,1,,0,335972,2018-06-04 13:14:34,44555
3606892,听说爱情来过,予矜s,,0,0,0,原创-言情-近代现代-爱情,女主,0,,0,16400,Error,0
3606904,『刀剑乱舞』交错的缘分,风菡翼,311,3,15,0,衍生-无CP-架空历史-东方衍生,不明,0,,0,293393,2018-06-10 12:00:00,32214
3606916,【快穿/综漫】细雪微风,程蓁,,0,3,0,衍生-言情-幻想未来-轻小说,女主,0,,0,42394,Error,0
3606920,DevilNeverCry,爛人玖月,157,0,0,0,原创-无CP-架空历史-轻小说,男主,0,,0,98227,2018-06-04 12:02:57,8448
3606924,六月盛雪,昑渊,138,0,0,0,原创-纯爱-架空历史-仙侠,主攻,0,,0,856684,2018-06-04 12:03:52,72034
3606928,天官赐福番外——移魂,青云衣兮,149694,82,1539,13,衍生-纯爱-架空历史-东方衍生,主受,0,,0,4172367,2018-06-04 12:07:48,18855
3606936,余声,花时犹记,157,0,0,0,原创-言情-近代现代-爱情,女主,0,,0,88071,2018-06-05 21:01:18,15135
3606956,冰裂,江东布衣,106,0,0,0,原创-言情-近代现代-爱情,男主,0,,0,145102,2018-06-04 12:49:35,34810
3606964,里昂的日记,無名傳信,,0,0,0,原创-纯爱-近代现代-传奇,主受,0,,0,20664,Error,0
3606980,清澈有别,xu先生,149,0,0,0,原创-纯爱-近代现代-爱情,不明,0,,0,17075,Error,455
3606984,一生清欢何为歌,一枚小萌新,193,0,0,0,原创-言情-近代现代-爱情,女主,0,,0,390892,2018-06-04 13:35:44,43548
3606996,遇灵,酸奶汤圆,48,0,1,0,原创-纯爱-架空历史-仙侠,不明,0,,0,338978,2018-06-08 22:12:00,51741
3607004,簪缨散,细宴,0,0,0,0,原创-言情-架空历史-爱情,女主,0,,0,17091,2018-06-04 14:35:17,6247
3607008,反派不是这么当的[穿书]gl,李浮安,4029,406,2480,770,原创-百合-架空历史-爱情,主受,0,,1,37825004,2021-10-16 21:00:00,282640
3607016,柠檬不酸,嗄束,,0,1,0,原创-言情-近代现代-爱情,女主,0,,0,20090,Error,0
3607020,穿越之我是大哥的男人,酸梅子,172,0,0,0,原创-纯爱-架空历史-爱情,不明,0,,0,35969,2018-06-05 16:01:15,4752
3607024,校霸是条美人鱼,二斤橘子,215,1,0,0,原创-言情-近代现代-爱情,女主,0,,0,49602,Error,2928
3607028,情深不过少年,秋处露秋,174,1,0,0,原创-言情-近代现代-爱情,女主,-1,,0,124087,2018-06-10 23:00:26,11992
3607032,缘深缘浅,everyd4y,358,2,6,0,原创-纯爱-近代现代-爱情,主攻,0,,0,156717,2018-06-04 14:43:07,10234
3607044,坠崖,本码,13,0,0,0,原创-百合-幻想未来-爱情,不明,0,,0,17497,Error,799
3607048,我的小怪兽（GL）,肆盎,467,33,67,19,原创-百合-近代现代-传奇,主攻,0,,1,2811449,2018-07-09 22:40:00,80024
3607080,安身立命,咸菜就饭,,0,0,0,原创-纯爱-架空历史-爱情,主受,-1,,0,16400,Error,0
3607084,九婴,沐枫Natalie,190,0,7,0,原创-纯爱-架空历史-仙侠,主受,0,,0,522374,2018-06-04 16:12:48,64919
3607092,黑子的篮球:紫原的女友,萨布鲁,898,0,15,0,衍生-言情-近代现代-东方衍生,女主,0,,0,68153,2020-03-08 00:52:39,3358
3607104,教科书式打脸[快穿],盐程,7904,279,4699,278,原创-纯爱-近代现代-爱情,主受,1,,1,35119960,2018-11-22 11:59:56,197274
3607108,11111111,尼克璞,191,0,0,0,评论,,0,,0,16400,Error,3
3607112,brother（锤基）,程怡萱,4387,138,454,34,衍生-纯爱-架空历史-东方衍生,主受,0,,0,2498274,2018-06-04 16:42:53,80470
